Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
RB,Tevin Coleman,4800,Atl@TB 01:00PM ET,4.678,Atl
RB,Chris Johnson,4600,Ari@StL 01:00PM ET,11.018,Ari
RB,Alfred Blue,4600,Hou@Buf 01:00PM ET,7.927,Hou
RB,James Starks,4500,GB@Det 08:25PM ET,11.1,GB
RB,Ronnie Hillman,4500,Den@SD 04:05PM ET,10.636,Den
RB,Giovani Bernard,4500,Cin@Cle 01:00PM ET,13.618,Cin
RB,Frank Gore,4300,Ind@Pit 08:30PM ET,12.1,Ind
RB,Shane Vereen,4200,NYJ@NYG 01:00PM ET,10.227,NYG
RB,Shaun Draughn,4000,SF@Chi 01:00PM ET,5.75,SF
RB,Carlos Hyde,3800,SF@Chi 01:00PM ET,12.043,SF
RB,Terrance West,3800,Bal@Mia 01:00PM ET,2.267,Bal
RB,Duke Johnson Jr.,3800,Cin@Cle 01:00PM ET,10.782,Cle
RB,Matt Jones,3800,Dal@Was 08:30PM ET,10.28,Was
RB,Alfred Morris,3700,Dal@Was 08:30PM ET,6.064,Was
RB,Ameer Abdullah,3700,GB@Det 08:25PM ET,6.827,Det
RB,Ahmad Bradshaw,3600,Ind@Pit 08:30PM ET,7.15,Ind
RB,Rashad Jennings,3600,NYJ@NYG 01:00PM ET,8.409,NYG
RB,Kyle Juszczyk,3600,Bal@Mia 01:00PM ET,5.7,Bal
RB,Antonio Andrews,3600,Jax@Ten 01:00PM ET,8.644,Ten
RB,Karlos Williams,3600,Hou@Buf 01:00PM ET,12.35,Buf
RB,Robert Turbin,3500,Dal@Was 08:30PM ET,3.16,Dal
RB,Andre Ellington,3500,Ari@StL 01:00PM ET,8.538,Ari
RB,Knile Davis,3500,KC@Oak 04:05PM ET,1.733,KC
RB,Charles Sims,3500,Atl@TB 01:00PM ET,10.009,TB
RB,Theo Riddick,3500,GB@Det 08:25PM ET,11.918,Det
RB,Terron Ward,3500,Atl@TB 01:00PM ET,2.764,Atl
RB,C.J. Anderson,3500,Den@SD 04:05PM ET,10.073,Den
RB,Darren Sproles,3400,Phi@NE 04:25PM ET,8.782,Phi
RB,David Johnson,3400,Ari@StL 01:00PM ET,9.455,Ari
RB,Melvin Gordon,3400,Den@SD 04:05PM ET,8.182,SD
RB,Marcel Reece,3300,KC@Oak 04:05PM ET,5.818,Oak
RB,Joique Bell,3300,GB@Det 08:25PM ET,6.888,Det
RB,James White,3300,Phi@NE 04:25PM ET,4.111,NE
RB,David Cobb,3300,Jax@Ten 01:00PM ET,0.25,Ten
RB,Ryan Mathews,3200,Phi@NE 04:25PM ET,11.733,Phi
RB,Chris Polk,3200,Hou@Buf 01:00PM ET,4.65,Hou
RB,Isaiah Crowell,3200,Cin@Cle 01:00PM ET,6.9,Cle
RB,Tyler Clutts,3000,Dal@Was 08:30PM ET,0.127,Dal
RB,Jerome Felton,3000,Hou@Buf 01:00PM ET,0.218,Buf
RB,Tim Hightower,3000,Car@NO 04:25PM ET,1.533,NO
RB,Cedric Peerman,3000,Cin@Cle 01:00PM ET,0,Cin
RB,Mike Tolbert,3000,Car@NO 04:25PM ET,4.691,Car
RB,John Kuhn,3000,GB@Det 08:25PM ET,1.145,GB
RB,Darrel Young,3000,Dal@Was 08:30PM ET,0.427,Was
RB,Antone Smith,3000,SF@Chi 01:00PM ET,0.22,Chi
RB,Donald Brown,3000,Den@SD 04:05PM ET,0.3,SD
RB,Jorvorskie Lane,3000,Atl@TB 01:00PM ET,0.3,TB
RB,Bruce Miller,3000,SF@Chi 01:00PM ET,1.664,SF
RB,Fred Jackson,3000,Sea@Min 01:00PM ET,4.536,Sea
RB,Boobie Dixon,3000,Hou@Buf 01:00PM ET,1.609,Buf
RB,Toby Gerhart,3000,Jax@Ten 01:00PM ET,1.386,Jax
RB,Chase Reynolds,3000,Ari@StL 01:00PM ET,0,StL
RB,C.J. Spiller,3000,Car@NO 04:25PM ET,7.24,NO
RB,Dexter McCluster,3000,Jax@Ten 01:00PM ET,8.27,Ten
RB,Fozzy Whittaker,3000,Car@NO 04:25PM ET,1.355,Car
RB,Stevan Ridley,3000,NYJ@NYG 01:00PM ET,0.125,NYJ
RB,Matt Asiata,3000,Sea@Min 01:00PM ET,2.973,Min
RB,Taiwan Jones,3000,KC@Oak 04:05PM ET,3.538,Oak
RB,Daniel Herron,3000,Ind@Pit 08:30PM ET,1.74,Ind
RB,Joe Banyard,3000,Jax@Ten 01:00PM ET,0,Jax
RB,Travaris Cadet,3000,SF@Chi 01:00PM ET,0.6,SF
RB,Anthony Sherman,3000,KC@Oak 04:05PM ET,0.3,KC
RB,Will Tukuafu,3000,Sea@Min 01:00PM ET,0.689,Sea
RB,Bilal Powell,3000,NYJ@NYG 01:00PM ET,8.029,NYJ
RB,Will Johnson,3000,Ind@Pit 08:30PM ET,0.936,Pit
RB,Bobby Rainey,3000,Atl@TB 01:00PM ET,0.582,TB
RB,Roy Helu Jr.,3000,KC@Oak 04:05PM ET,2.729,Oak
RB,Patrick DiMarco,3000,Atl@TB 01:00PM ET,2.455,Atl
RB,George Winn,3000,GB@Det 08:25PM ET,0.02,Det
RB,Kenjon Barner,3000,Phi@NE 04:25PM ET,1.3,Phi
RB,Zach Line,3000,Sea@Min 01:00PM ET,2.1,Min
RB,Derrick Coleman,3000,Sea@Min 01:00PM ET,0.144,Sea
RB,Jonathan Grimes,3000,Hou@Buf 01:00PM ET,5,Hou
RB,Glenn Winston,3000,Cin@Cle 01:00PM ET,0,Cle
RB,Jordan Todman,3000,Ind@Pit 08:30PM ET,0.2,Pit
RB,Brandon Bolden,3000,Phi@NE 04:25PM ET,3.72,NE
RB,Tommy Bohanon,3000,NYJ@NYG 01:00PM ET,0.782,NYJ
RB,Rex Burkhead,3000,Cin@Cle 01:00PM ET,1.264,Cin
RB,Benny Cunningham,3000,Ari@StL 01:00PM ET,4.218,StL
RB,Kendall Gaskins,3000,SF@Chi 01:00PM ET,1.575,SF
RB,Nikita Whitlock,3000,NYJ@NYG 01:00PM ET,0,NYG
RB,Stepfan Taylor,3000,Ari@StL 01:00PM ET,0.245,Ari
RB,Brandon Wegher,3000,Car@NO 04:25PM ET,0,Car
RB,Chris Thompson,3000,Dal@Was 08:30PM ET,7.61,Was
RB,Denard Robinson,3000,Jax@Ten 01:00PM ET,2.675,Jax
RB,Fitzgerald Toussaint,3000,Ind@Pit 08:30PM ET,0,Pit
RB,Bernard Pierce,3000,Jax@Ten 01:00PM ET,0.686,Jax
RB,Jay Prosch,3000,Hou@Buf 01:00PM ET,0.282,Hou
RB,Jalston Fowler,3000,Jax@Ten 01:00PM ET,1.9,Ten
RB,Orleans Darkwa,3000,NYJ@NYG 01:00PM ET,1.555,NYG
RB,Roosevelt Nix,3000,Ind@Pit 08:30PM ET,0.327,Pit
RB,Marcus Murphy,3000,Car@NO 04:25PM ET,0.455,NO
RB,Andre Williams,3000,NYJ@NYG 01:00PM ET,2.518,NYG
RB,Rod Smith,3000,Dal@Was 08:30PM ET,0.35,Dal
RB,Malcolm Johnson,3000,Cin@Cle 01:00PM ET,0.5,Cle
RB,Juwan Thompson,3000,Den@SD 04:05PM ET,0.39,Den
RB,Michael Burton,3000,GB@Det 08:25PM ET,0.282,Det
RB,Jamize Olawale,3000,KC@Oak 04:05PM ET,3.256,Oak
RB,Jerick McKinnon,3000,Sea@Min 01:00PM ET,2.373,Min
RB,Jay Ajayi,3000,Bal@Mia 01:00PM ET,6.075,Mia
RB,Tre Mason,3000,Ari@StL 01:00PM ET,4.013,StL
RB,Ka'Deem Carey,3000,SF@Chi 01:00PM ET,1.767,Chi
RB,Alonzo Harris,3000,GB@Det 08:25PM ET,0.317,GB
RB,Aaron Ripkowski,3000,GB@Det 08:25PM ET,0.255,GB
RB,Akeem Hunt,3000,Hou@Buf 01:00PM ET,1.95,Hou
RB,Raheem Mostert,3000,Bal@Mia 01:00PM ET,0,Bal
RB,Bishop Sankey,3000,Jax@Ten 01:00PM ET,4.767,Ten
RB,Trey Williams,3000,Dal@Was 08:30PM ET,0,Dal
RB,Damien Williams,3000,Bal@Mia 01:00PM ET,2.182,Mia
RB,Cameron Artis-Payne,3000,Car@NO 04:25PM ET,0.775,Car
TE,Rob Gronkowski,7800,Phi@NE 04:25PM ET,19.918,NE
TE,Greg Olsen,6400,Car@NO 04:25PM ET,15.8,Car
TE,Tyler Eifert,5800,Cin@Cle 01:00PM ET,15.745,Cin
TE,Delanie Walker,5700,Jax@Ten 01:00PM ET,15.28,Ten
TE,Gary Barnidge,5300,Cin@Cle 01:00PM ET,16.527,Cle
TE,Jordan Reed,5300,Dal@Was 08:30PM ET,15.9,Was
TE,Antonio Gates,4900,Den@SD 04:05PM ET,15.683,SD
TE,Jason Witten,4700,Dal@Was 08:30PM ET,10.618,Dal
TE,Travis Kelce,4700,KC@Oak 04:05PM ET,13.718,KC
TE,Jimmy Graham,4500,Sea@Min 01:00PM ET,11.227,Sea
TE,Benjamin Watson,4400,Car@NO 04:25PM ET,12.127,NO
TE,Julius Thomas,4000,Jax@Ten 01:00PM ET,11.186,Jax
TE,Jacob Tamme,3700,Atl@TB 01:00PM ET,10.45,Atl
TE,Kyle Rudolph,3700,Sea@Min 01:00PM ET,8.827,Min
TE,Martellus Bennett,3600,SF@Chi 01:00PM ET,11.05,Chi
TE,Crockett Gillmore,3600,Bal@Mia 01:00PM ET,11.056,Bal
TE,Charles Clay,3500,Hou@Buf 01:00PM ET,9.664,Buf
TE,Heath Miller,3300,Ind@Pit 08:30PM ET,8.091,Pit
TE,Eric Ebron,3200,GB@Det 08:25PM ET,9.089,Det
TE,Zach Miller,3100,SF@Chi 01:00PM ET,5.836,Chi
TE,Richard Rodgers,3100,GB@Det 08:25PM ET,9.309,GB
TE,Vernon Davis,3000,Den@SD 04:05PM ET,5.71,Den
TE,Brent Celek,3000,Phi@NE 04:25PM ET,6.4,Phi
TE,Coby Fleener,3000,Ind@Pit 08:30PM ET,8.018,Ind
TE,Ladarius Green,3000,Den@SD 04:05PM ET,10.133,SD
TE,Vance McDonald,3000,SF@Chi 01:00PM ET,5.1,SF
TE,Owen Daniels,2900,Den@SD 04:05PM ET,8.2,Den
TE,Jared Cook,2700,Ari@StL 01:00PM ET,6.264,StL
TE,Lance Kendricks,2600,Ari@StL 01:00PM ET,4.71,StL
TE,Zach Ertz,2600,Phi@NE 04:25PM ET,7.74,Phi
TE,Mike Leach,2500,Ari@StL 01:00PM ET,0,Ari
TE,Craig Stevens,2500,Jax@Ten 01:00PM ET,2.155,Ten
TE,Marcedes Lewis,2500,Jax@Ten 01:00PM ET,2.1,Jax
TE,Scott Chandler,2500,Phi@NE 04:25PM ET,5.164,NE
TE,Matt Spaeth,2500,Ind@Pit 08:30PM ET,0.375,Pit
TE,Clark Harris,2500,Cin@Cle 01:00PM ET,0,Cin
TE,Anthony Fasano,2500,Jax@Ten 01:00PM ET,5.245,Ten
TE,Brandon Pettigrew,2500,GB@Det 08:25PM ET,3,Det
TE,Kellen Davis,2500,NYJ@NYG 01:00PM ET,0.645,NYJ
TE,Brandon Myers,2500,Atl@TB 01:00PM ET,2.245,TB
TE,Darren Fells,2500,Ari@StL 01:00PM ET,5.5,Ari
TE,Tony Moeaki,2500,Atl@TB 01:00PM ET,0.3,Atl
TE,David Johnson,2500,Den@SD 04:05PM ET,0.018,SD
TE,Clay Harbor,2500,Jax@Ten 01:00PM ET,2.63,Jax
TE,Ed Dickson,2500,Car@NO 04:25PM ET,2.909,Car
TE,Garrett Graham,2500,Hou@Buf 01:00PM ET,1.625,Hou
TE,Andrew DePaola,2500,Atl@TB 01:00PM ET,0,TB
TE,Jim Dray,2500,Cin@Cle 01:00PM ET,0.845,Cle
TE,Virgil Green,2500,Den@SD 04:05PM ET,2.536,Den
TE,John Phillips,2500,Den@SD 04:05PM ET,1.745,SD
TE,Richard Gordon,2500,Den@SD 04:05PM ET,0,Den
TE,Kyle Nelson,2500,SF@Chi 01:00PM ET,0,SF
TE,Matthew Mulligan,2500,Hou@Buf 01:00PM ET,0.109,Buf
TE,Jermaine Gresham,2500,Ari@StL 01:00PM ET,3.336,Ari
TE,Jeff Cumberland,2500,NYJ@NYG 01:00PM ET,1.27,NYJ
TE,Michael Hoomanawanui,2500,Car@NO 04:25PM ET,2.511,NO
TE,Lee Smith,2500,KC@Oak 04:05PM ET,1.48,Oak
TE,Luke Stocker,2500,Atl@TB 01:00PM ET,0.578,TB
TE,Jordan Cameron,2500,Bal@Mia 01:00PM ET,6.109,Mia
TE,Rhett Ellison,2500,Sea@Min 01:00PM ET,2.35,Min
TE,Patrick Scales,2500,SF@Chi 01:00PM ET,0,Chi
TE,Larry Donnell,2500,NYJ@NYG 01:00PM ET,7.913,NYG
TE,Garrett Celek,2500,SF@Chi 01:00PM ET,5.055,SF
TE,James Hanna,2500,Dal@Was 08:30PM ET,0.478,Dal
TE,Jake Stoneburner,2500,Bal@Mia 01:00PM ET,3.617,Mia
